PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY,RAM,ROM,cluster_label,segment
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,TECNO,POVA 6 256/12GB DUAL NFC LTE,5.0,2999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,TECNO,POVA 6 256/8GB DUAL NFC LTE,8.0,2399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,TECNO,POVA 6 PRO 256/12GB LI9 DUAL NFC 5G,12.0,3199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,TECNO,SPARK 30 PRO 128/8GB KL7 DUAL NFC LTE,5.0,2099000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,TECNO,SPARK 30C 128/6GB KL5N DUAL NFC LTE,12.0,1399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,TECNO,SPARK GO 1 128/4GB DUAL LTE,9.0,1199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,TECNO,SPARK GO 1 64/4GB KL4 DUAL LTE,8.0,1049000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,V40 256/12GB DUAL NFC 5G,8.0,6999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,V40 LITE 128/8GB DUAL NFC LTE,5.0,3299000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,V40 LITE 256/8GB DUAL NFC LTE,8.0,3599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,V40 LITE 256/8GB DUAL/ESIM NFC 5G,15.0,4299000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,Y03T 64/4GB DUAL LTE,12.0,1399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,Y18 64/4GB DUAL LTE,9.0,1499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,Y19S 128/4GB DUAL LTE,12.0,1799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,Y19S 128/6GB DUAL LTE,5.0,1999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,Y19S 64/4GB DUAL LTE,5.0,1599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,Y28 128/6GB DUAL NFC LTE,4.0,2299000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,Y28 128/8GB DUAL LTE,15.0,2499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA SELLULAR,PHABLETS,VIVO,Y28 256/8GB DUAL LTE,5.0,2799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,APPLE,IPHONE 11 128/4GB SIM/ESIM NFC LTE,9.0,7999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,3.0,6999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,12.0,10500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,APPLE,IPHONE 14 128/6GB SIM/ESIM NFC 5G,5.0,11999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,APPLE,IPHONE 14 PRO MAX 128/6GB SIM/ESIM NFC 5G,4.0,17999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,1,Flagship
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,APPLE,IPHONE 15 PRO 256/8GB SIM/ESIM NFC 5G,14.0,21999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,1,Flagship
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,APPLE,IPHONE 15 PRO MAX 256/8GB SIM/ESIM NFC 5G,9.0,22999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,1,Flagship
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,INFINIX,HOT 50 256/8GB X6720 DUAL NFC 5G,9.0,1699000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,INFINIX,HOT 50 PRO PLUS 256/8GB X6880 DUAL NFC LTE,25.0,2599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,INFINIX,HOT 50I 128/6GB X6531 DUAL LTE,2.0,1499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,INFINIX,SMART 9 128/4GB X6532 DUAL LTE,9.0,1249000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,12.0,1499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,A3 PRO 256/8GB CPH2639 DUAL NFC 5G,9.0,3999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,5.0,1699000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,A3X 64/4GB CPH2641 DUAL LTE,12.0,1599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,A60 128/8GB CPH2631 DUAL LTE,2.0,2599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,A60 256/8GB CPH2631 DUAL LTE,4.0,2999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,5.0,3799000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,RENO 12 256/12GB CPH2625 DUAL NFC 5G,6.0,6999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,3.0,4599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,RENO12 F 256/12GB CPH2637 DUAL NFC 5G,8.0,4599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,OPPO,RENO12 F 512/12GB CPH2637 DUAL NFC 5G,7.0,5799000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,POCO,C75 128/6GB DUAL NFC LTE,7.0,1450000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,POCO,X6 256/12GB DUAL NFC 5G,9.0,3500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,POCO,X6 PRO 512/12GB DUAL NFC 5G,8.0,5450000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REALME,NOTE 60 128/6GB DUAL LTE,5.0,1499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REALME,NOTE 60 64/4GB DUAL LTE,12.0,1249000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,13 128/8GB DUAL NFC LTE,14.0,1899000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,14C 128/6GB DUAL NFC LTE,11.0,1499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,14C 256/8GB DUAL NFC LTE,2.0,1799000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,A3 128/4GB DUAL LTE,5.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,NOTE 13 128/8GB DUAL NFC LTE,5.0,2499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,9.0,3199000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,12.0,2799000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL/ESIM NFC 5G,8.0,4399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,NOTE 13 PRO 512/12GB DUAL NFC 5G,8.0,4999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,REDMI,NOTE 13 PRO PLUS 512/12GB DUAL/ESIM NFC 5G,12.0,5999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,9.0,2199000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A06 128/4GB SMA065F DUAL LTE,10.0,1699000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A06 64/4GB SMA065F DUAL LTE,20.0,1499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,12.0,2899000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA155F DUAL NFC LTE,14.0,2999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,7.0,3399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A25 128/8GB SMA256E DUAL NFC 5G,8.0,3999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,2.0,4399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A55 128/8GB SMA556E DUAL/ESIM NFC 5G,18.0,5999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY A55 256/12GB SMA556E DUAL/ESIM NFC 5G,11.0,6699000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY M15 128/6GB SMM156B DUAL 5G,8.0,2499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY S24 FE 256/8GB SMS721B DUAL/ESIM NFC 5G,5.0,9999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY S24 PLUS 256/12GB SMS926B DUAL/ESIM NFC 5G,8.0,16999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY S24 PLUS 512/12GB SMS926B DUAL/ESIM NFC 5G,14.0,18999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,1,Flagship
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY S24 ULTRA 256/12GB SMS928B DUAL/ESIM NFC 5G,8.0,21999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,SAMSUNG,GALAXY Z FLIP6 256/12GB SMF741B DUAL/ESIM NFC 5G,3.0,15500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,TECNO,POVA 6 256/12GB DUAL NFC LTE,14.0,2999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,TECNO,POVA 6 256/8GB DUAL NFC LTE,2.0,2399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,TECNO,POVA 6 PRO 256/12GB LI9 DUAL NFC 5G,9.0,3199000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,TECNO,SPARK 30C 128/6GB KL5N DUAL NFC LTE,10.0,1399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,TECNO,SPARK GO 1 128/4GB DUAL LTE,9.0,1199000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,TECNO,SPARK GO 1 64/4GB KL4 DUAL LTE,5.0,1049000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,V40 256/12GB DUAL NFC 5G,9.0,6999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,V40 LITE 128/8GB DUAL NFC LTE,12.0,3299000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,V40 LITE 256/8GB DUAL NFC LTE,8.0,3599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,V40 LITE 256/8GB DUAL/ESIM NFC 5G,12.0,4299000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,Y03T 64/4GB DUAL LTE,12.0,1399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,Y18 64/4GB DUAL LTE,9.0,1499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,Y19S 128/4GB DUAL LTE,12.0,1799000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,Y19S 128/6GB DUAL LTE,14.0,1999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,Y19S 64/4GB DUAL LTE,15.0,1599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,Y28 128/6GB DUAL NFC LTE,4.0,2299000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,Y28 128/8GB DUAL LTE,15.0,2499000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,KURNIA TLOGOSARI,PHABLETS,VIVO,Y28 256/8GB DUAL LTE,9.0,2799000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,8.0,9250000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,APPLE,IPHONE 15 128/6GB SIM/ESIM NFC 5G,3.0,13300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,1,Flagship
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,INFINIX,HOT 50 256/6GB X6882 DUAL NFC LTE,1.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,INFINIX,HOT 50 PRO PLUS 256/8GB X6880 DUAL NFC LTE,2.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,INFINIX,HOT 50I 128/6GB X6531 DUAL LTE,2.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,1.0,2300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,INFINIX,SMART 9 128/4GB X6532 DUAL LTE,1.0,1300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,5.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,A3X 128/4GB CPH2641 DUAL LTE,1.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,A3X 64/4GB CPH2641 DUAL LTE,1.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,3.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,A60 128/8GB CPH2631 DUAL LTE,10.0,2600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,A60 256/8GB CPH2631 DUAL LTE,2.0,3000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,FIND X8 256/12GB PKB110 DUAL NFC 5G,1.0,14000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,1,Flagship
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,RENO 13 256/12GB PKM110 DUAL NFC 5G,1.0,9000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2501M,25-Jan,MASTER MOBILE NEW (M2 NEW),PHABLETS,OPPO,RENO 13 F 256/12GB CPH2699 DUAL NFC 5G,1.0,6000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
