PERIOD  Code,PERIOD  Detail,SHOPNAME,PRODUCT,BRAND,MODEL,SALES,PRICE,CHANNELNAME,SHOPSIZE1,REGION,CITY,RAM,ROM,cluster_label,segment
2403M,Maret 2024,ELITE SELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,2.0,1800000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,ELITE SELL,PHABLETS,REDMI,A2 32/3GB DUAL 4G,4.0,950000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2403M,Maret 2024,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,3.0,1400000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,2.0,2200000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A24 128/8GB SMA245F DUAL NFC LTE,3.0,3400000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,ELITE SELL,PHABLETS,SAMSUNG,GALAXY A55 256/8GB SMA556E DUAL/ESIM NFC 5G,1.0,6000000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,FANUEL CELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,1.0,1899000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,FANUEL CELL,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,1.0,2499000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,FANUEL CELL,PHABLETS,VIVO,Y02 32/3GB DUAL LTE,3.0,1199000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2403M,Maret 2024,FANUEL CELL,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,1.0,1799000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,FANUEL CELL,PHABLETS,VIVO,Y22 64/4GB DUAL LTE,1.0,2199000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,FARI SELL,PHABLETS,INFINIX,HOT 12I 64/4GB DUAL LTE,4.0,1700000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,FARI SELL,PHABLETS,INFINIX,HOT 20I 64/4GB X665E DUAL LTE,2.0,1600000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,FARI SELL,PHABLETS,REALME,C21Y 32/3GB DUAL LTE,3.0,1600000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2403M,Maret 2024,FARI SELL,PHABLETS,REDMI,10 64/4GB DUAL LTE,3.0,2500000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,FARI SELL,PHABLETS,REDMI,NOTE 11 128/6GB DUAL NFC LTE,2.0,2650000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,FARI SELL,PHABLETS,SAMSUNG,GALAXY A03S 64/4GB DUAL LTE,2.0,1800000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,GH CELL,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,2.0,1500000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,GH CELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,2.0,1800000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,INFINIX,HOT 30I 128/8GB X669D DUAL NFC LTE,10.0,1600000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,INFINIX,NOTE 30 256/8GB X6833B DUAL NFC LTE,5.0,2000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,INFINIX,NOTE 30 PRO 256/8GB X678B DUAL NFC LTE,3.0,2700000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,INFINIX,SMART 7 64/4GB DUAL LTE,10.0,1300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,INFINIX,SMART 8 128/4GB X6525 DUAL LTE,5.0,1400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,5.0,1599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,3.0,1999000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,2.0,3000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,OPPO,A98 256/8GB CPH2529 DUAL NFC 5G,2.0,4299000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REALME,C53 128/6GB DUAL NFC LTE,4.0,2000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REALME,C55 128/6GB DUAL LTE,4.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REALME,C55 256/8GB DUAL NFC LTE,2.0,2300000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REDMI,12 128/8GB DUAL LTE,4.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REDMI,12 256/8GB DUAL LTE,2.0,2400000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,6.0,1500000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,4.0,1900000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REDMI,A2 32/3GB DUAL 4G,2.0,1000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REDMI,A2 64/3GB DUAL LTE,1.0,1100000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",3.0,64.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,REDMI,NOTE 12 PRO 256/8GB DUAL NFC 5G,2.0,3800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,5.0,1399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,5.0,2200000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,SAMSUNG,GALAXY A34 128/8GB SMA346E DUAL NFC 5G,2.0,4599000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,2,Mid-Range
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,SAMSUNG,GALAXY A34 256/8GB SMA346E DUAL NFC 5G,2.0,4800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,SAMSUNG,GALAXY A54 256/8GB SMA546E DUAL NFC 5G,2.0,5800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,VIVO,V29 256/8GB DUAL NFC 5G,1.0,6000000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,VIVO,V29E 256/8GB DUAL NFC 5G,2.0,4399000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,GRAHA PHONE SHOP,PHABLETS,VIVO,Y17S 128/6GB DUAL LTE,4.0,1800000.0,Mobile Phone Specialists,MEDIUM,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,APPLE,IPHONE 11 128/4GB SIM/ESIM NFC LTE,3.0,8499000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2403M,Maret 2024,HAJI SELL,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,3.0,6999000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,2,Mid-Range
2403M,Maret 2024,HAJI SELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,2.0,1499000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,OPPO,A38 128/4GB CPH2579 DUAL LTE,1.0,1999000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,2.0,2399000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,1.0,2799000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,1.0,3399000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,2.0,3799000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,POCO,M5 128/4GB DUAL NFC LTE,2.0,1499000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,2.0,1499000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,2.0,1799000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,REDMI,NOTE 12 128/8GB DUAL NFC LTE,1.0,2299000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,REDMI,NOTE 12 PRO 256/8GB DUAL NFC 5G,1.0,4099000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A05 128/4GB SMA055F DUAL LTE,1.0,1699000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,2.0,1899000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,2.0,2299000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,2.0,2899000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,1.0,3299000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A25 128/8GB SMA256E DUAL NFC 5G,1.0,3999000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A25 256/8GB SMA256E DUAL NFC 5G,1.0,4399000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A54 128/8GB SMA546E DUAL NFC 5G,2.0,5599000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,2,Mid-Range
2403M,Maret 2024,HAJI SELL,PHABLETS,SAMSUNG,GALAXY A54 256/8GB SMA546E DUAL NFC 5G,2.0,5999000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,HAJI SELL,PHABLETS,VIVO,Y27S 256/8GB DUAL NFC LTE,2.0,2799000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,HAJI SELL,PHABLETS,VIVO,Y36 256/8GB DUAL NFC LTE,2.0,2999000.0,Mobile Phone Specialists,SMALL,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,APPLE,IPHONE 11 128/4GB SIM/ESIM NFC LTE,10.0,8499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,APPLE,IPHONE 11 64/4GB SIM/ESIM NFC LTE,8.0,6999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,APPLE,IPHONE 13 128/4GB SIM/ESIM NFC 5G,6.0,9999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,APPLE,IPHONE 15 PRO 256/8GB SIM/ESIM NFC 5G,2.0,18999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,1,Flagship
2403M,Maret 2024,KURNIA SELL,PHABLETS,APPLE,IPHONE 15 PRO MAX 256/8GB SIM/ESIM NFC 5G,9.0,22999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,1,Flagship
2403M,Maret 2024,KURNIA SELL,PHABLETS,INFINIX,HOT 30 128/8GB X6831 DUAL NFC LTE,8.0,1995000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,INFINIX,HOT 30I 128/8GB X669D DUAL NFC LTE,4.0,1499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,INFINIX,NOTE 40 256/8GB X6853 DUAL NFC LTE,7.0,2799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,INFINIX,SMART 8 128/4GB X6525 DUAL LTE,5.0,1299000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,ITEL,P40 64/4GB DUAL LTE,12.0,1250000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,ITEL,S23 128/8GB DUAL LTE,5.0,1100000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,A18 128/4GB CPH2591 DUAL LTE,10.0,1599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,A38 128/6GB CPH2579 DUAL LTE,5.0,2099000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,A58 128/6GB CPH2577 DUAL NFC LTE,3.0,2399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,A58 128/8GB CPH2577 DUAL NFC LTE,6.0,2699000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,A78 128/8GB CPH2483 DUAL NFC 5G,7.0,3999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,A78 256/8GB CPH2565 DUAL NFC LTE,6.0,3399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,A79 256/8GB CPH2557 DUAL NFC 5G,8.0,3799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,RENO11 256/8GB CPH2599 DUAL NFC 5G,17.0,5999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,OPPO,RENO11 F 256/8GB CPH2603 DUAL NFC 5G,7.0,4599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,POCO,X6 256/12GB DUAL NFC 5G,11.0,4500000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,256.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,POCO,X6 PRO 512/12GB DUAL NFC 5G,9.0,4900000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,REALME,C51 128/4GB DUAL LTE,7.0,1499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REALME,C53 128/6GB DUAL NFC LTE,3.0,2199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REALME,NOTE 50 64/4GB DUAL LTE,8.0,1250000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,13C 128/6GB DUAL NFC LTE,9.0,1500000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,13C 256/8GB DUAL NFC LTE,7.0,1800000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,A2 32/3GB DUAL 4G,9.0,995000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",3.0,32.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,A2 64/3GB DUAL LTE,5.0,1100000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",3.0,64.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,A3 128/4GB DUAL LTE,7.0,1125000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC 5G,6.0,3199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,NOTE 13 256/8GB DUAL NFC LTE,5.0,2799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL NFC LTE,5.0,3799000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,NOTE 13 PRO 256/8GB DUAL/ESIM NFC 5G,17.0,4399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,REDMI,NOTE 13 PRO PLUS 512/12GB DUAL/ESIM NFC 5G,8.0,5999000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",12.0,512.0,2,Mid-Range
2403M,Maret 2024,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A05 128/6GB SMA055F DUAL LTE,8.0,1599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A05 64/4GB SMA055F DUAL LTE,4.0,1399000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",4.0,64.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A05S 128/6GB SMA057F DUAL LTE,7.0,2199000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",6.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A15 128/8GB SMA155F DUAL NFC LTE,3.0,2699000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A15 256/8GB SMA156E DUAL NFC 5G,10.0,3599000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,256.0,0,Entry Level
2403M,Maret 2024,KURNIA SELL,PHABLETS,SAMSUNG,GALAXY A24 128/8GB SMA245F DUAL NFC LTE,15.0,3499000.0,Mobile Phone Specialists,LARGE,CENTRAL JAVA,"SEMARANG, KOTA",8.0,128.0,0,Entry Level
